X,Y,FNO,F_NAME,HMIS_,PROV,DIST,DIVISION,LOCATION,SUB_LOCATI,LONG,LAT,SPATIAL_RE,F_TYPE,AGENCY,N14,N15
39.7138,-0.52509,16,IFTIN HEALTH CENTRE,4709,N. EASTERN,GARISSA,CENTRAL,BOUR-ALGI,BOUR-ALGI,39.713800,-0.525090,TOWN PLAN(1:5000),3,MISS,,
40.6083,-1.54577,17,IJARA DISP,1195,N. EASTERN,GARISSA,IJARA,SANGOLE,BULLA-WACHA,40.608300,-1.545770,1:50000 MAPS,4,MOH,,
39.7138,-0.374338,18,ISLAMIC AFRICAN RELIEF AGENCY DI,1196,N. EASTERN,GARISSA,CENTRAL,WABERI,WABERI,39.713800,-0.374338,TOWN PLAN(1:5000),4,MISS,,
39.7849,-0.5653,19,KORA KORA DISP,1197,N. EASTERN,GARISSA,CENTRAL,KORAKORA,KORAKORA,39.784900,-0.565300,1:50000 MAPS,4,MOH,,
40.2489,-1.91216,20,KOTILE DISP,,N. EASTERN,GARISSA,MASALANI,KOTILE,BULLA WARADE,40.248900,-1.912160,1:50000 MAPS,4,MOH,,
40.8309,0.34724,21,LIBOI HEALTH CENTRE,1205,N. EASTERN,GARISSA,LIBOI,LIBOI,LIBOI,40.830900,0.347240,1:50000 MAPS,3,MOH,,
40.0427,-1.23551,22,MASABUBU DISP,1198,N. EASTERN,GARISSA,BURA,MANSABUBU,MANSABUBU,40.042700,-1.235510,1:50000 MAPS,4,MOH,,
40.2964,-1.6501,23,MASALANI HEALTH CENTRE,1207,N. EASTERN,GARISSA,MASALANI,MASALANI,MUHUMED DAHIR,40.296400,-1.650100,1:50000 MAPS,3,MOH,,
39.0759,0.00824,24,MBALAMBALA DISP,1199,N. EASTERN,GARISSA,BALAMBALA,BALAMBALA,BALAMBALA,39.075900,0.008240,1:50000 MAPS,4,MOH,,
39.143,0.66606,25,MODOGASHE HEALTH CENTRE,1208,N. EASTERN,GARISSA,MODOGASHE,MODOGASHE,MODOGASHE,39.143000,0.666060,1:50000 MAPS,3,MOH,,
39.8558,-0.68774,26,NANIGHI DISP,1201,N. EASTERN,GARISSA,BURA,KAMUTHE,KAMUTHE,39.855800,-0.687740,1:50000 MAPS,4,MOH,,
39.366,-0.10131,27,SAKA DISP,1202,N. EASTERN,GARISSA,SANKURI,SAKA,SAKA,39.366000,-0.101310,1:50000 MAPS,4,MOH,,
40.8289,-1.39017,28,SANGAILU DISP,2500,N. EASTERN,GARISSA,SANGAILU,SANGAILU,MATTA-ARBA,40.828900,-1.390170,1:50000 MAPS,4,MOH,,
39.4755,-0.16575,29,SANKURI DISP,1203,N. EASTERN,GARISSA,SANKURI,SANKURI,BALICH,39.475500,-0.165750,1:50000 MAPS,4,MOH,,
39.6306,0.24409,30,SHANTABAK DISP.,3480,N. EASTERN,GARISSA,SHANT-ABAK,GOREALE,GOREALE,39.630600,0.244090,1:50000 MAPS,4,MOH,,
39.6983,-0.499716,31,Y.M.A. DISP,1204,N. EASTERN,GARISSA,CENTRAL,BOUR-ALGI,BOUR-ALGI,39.698300,-0.499716,TOWN PLAN(1:5000),4,MISS,,
,,1,AFRICAN MUSLIM AGENCY DISP,,N. EASTERN,MANDERA,,,,,,,4,MISS,,
,,2,AMBALO DISP,,N. EASTERN,MANDERA,,,,,,,4,NGO,,
41.582429,3.537979,3,ARABIA DISP,1210,N. EASTERN,MANDERA,FINO,ARABIA,ARABIA,41.582429,3.537979,DDP,4,MOH,,
40.867,3.33798,4,AS-HABITO DISP,4375,N. EASTERN,MANDERA,ASHABITO,ASHABITO,ASHABITO,40.867000,3.337980,DDP,4,MOH,,
40.35221,3.911244,5,BANISA DISP,1211,N. EASTERN,MANDERA,BANISA,BANISA,BANISA,40.352210,3.911244,DDP,4,MOH,,
39.862221,3.42234,6,DANDU DISP,4376,N. EASTERN,MANDERA,DANDU,DANDU,DANDU,39.862221,3.422340,DDP,4,MOH,,
40.935457,2.784906,7,ELWAK HEALTH CENTRE,1212,N. EASTERN,MANDERA,ELWAK,ELWAK SOUTH,ELWAK SOUTH,40.935457,2.784906,DDP,3,MOH,,
41.619151,3.950161,8,KALALIYO DISP,2532,N. EASTERN,MANDERA,KHALALIO,KHALALIO,KHALALIO,41.619151,3.950161,SUBLOC CENTROID,4,MOH,,
40.7295,2.37357,9,KUTULO DISP,3395,N. EASTERN,MANDERA,KOTULO,KOTULO,KOTULO(MANDERA),40.729500,2.373570,DDP,4,MOH,,
41.490197,3.801036,10,LIBEHIA DISP,3955,N. EASTERN,MANDERA,LIBEHIA,LIBEHIA,LIBEHIA,41.490197,3.801036,DDP,4,MOH,,
40.766331,4.277132,11,MALKA MARI DISP,,N. EASTERN,MANDERA,MALKAMARI,MALKAMARI,MALKAMARI,40.766331,4.277132,DDP,4,MOH,,
41.861814,3.954424,12,MANDERA DISTRICT HOSPITAL,1215,N. EASTERN,MANDERA,CENTRAL,BULLA JAMHURIA,BULLA POWER,41.861814,3.954424,DDP,1,MOH,,
41.203319,3.935952,13,RHAMU HEALTH CENTRE,1213,N. EASTERN,MANDERA,RHAMU,RHAMU,RHAMU,41.203319,3.935952,DDP,3,MOH,,
40.65181,2.994166,14,SHIBIR FATUMA DISP,4377,N. EASTERN,MANDERA,SHIMBIR FATUMA,SHIMBIR FATUMA,SHIMBIR FATUMA,40.651810,2.994166,SUBLOC CENTROID,4,MISS,,
40.215075,3.372873,15,TAKABA HEALTH CENTRE,1214,N. EASTERN,MANDERA,TAKABA,TAKABA,TAKABA,40.215075,3.372873,DDP,3,MOH,,
40.865514,3.140544,16,WARGADUD DISP,,N. EASTERN,MANDERA,WARGADUD,WARGADUD,WARGADUD(MAND),40.865514,3.140544,DDP,4,MOH,,
39.716838,0.602452,1,ABAKORE DISP,,N. EASTERN,WAJIR,HABASWEIN,ABAKORE,ABAKORE,39.716838,0.602452,DISTRICT ESTIMATES,4,MOH,,
39.968956,1.71834,2,AFRICA MUSLIM AGENCY DISP,3487,N. EASTERN,WAJIR,GRIFTU,GANYURE,GANYURE,39.968956,1.718340,DISTRICT ESTIMATES,4,MISS,,
39.594792,3.070257,3,AJAWA DISP,1216,N. EASTERN,WAJIR,GURAR,AJAWA,AJAWA,39.594792,3.070257,DDP,4,MOH,,
39.0811,2.0912,4,ARBAJAHAN DISP,3826,N. EASTERN,WAJIR,GRIFTU,ARBAJAHAN,ARBAJAHAN,39.081100,2.091200,DDP,4,MOH,,
40.801336,0.397138,5,BIYAMATHOW DISP,,N. EASTERN,WAJIR,SEBULE,SARIF,SARIF,40.801336,0.397138,DISTRICT ESTIMATES,4,MOH,,
39.461783,3.019239,6,BUNA HEALTH CENTRE,1229,N. EASTERN,WAJIR,BUNA,BUNA,BUNA,39.461783,3.019239,DDP,3,MOH,,
39.41198,3.378396,7,BUTE HEALTH CENTRE,1230,N. EASTERN,WAJIR,BUTE,BUTE,BUTE,39.411980,3.378396,DDP,3,MOH,,
39.9967,2.38608,8,DAMBAS DISP,,N. EASTERN,WAJIR,TARBAJ,DAMBAS,DAMBAS,39.996700,2.386080,DDP,4,MOH,,
39.731182,3.280454,9,DANABA DISP,,N. EASTERN,WAJIR,GURAR,DANABA,DANABA,39.731182,3.280454,DISTRICT ESTIMATES,4,MOH,,
40.984295,0.986078,10,DIFF DISP,1217,N. EASTERN,WAJIR,DIFF,DIFF,DIFF,40.984295,0.986078,DDP,4,MOH,,
40.2461,2.532,11,ELBEN DISP,1218,N. EASTERN,WAJIR,TARBAJ,ELBEN,ELBEN,40.246100,2.532000,DDP,4,MOH,,
39.638052,2.407958,12,ELDAS DISP,1219,N. EASTERN,WAJIR,ELDAS,ELDAS,ELDAS,39.638052,2.407958,DDP,4,MOH,,
39.7807,2.04256,13,GRIFTU HEALTH CENTRE,1220,N. EASTERN,WAJIR,GRIFTU,GRIFTU,GRIFTU,39.780700,2.042560,DDP,3,MOH,,
39.548819,3.298583,14,GURAR DISP,1221,N. EASTERN,WAJIR,GURAR,GURAR,GURAR,39.548819,3.298583,DDP,4,MOH,,
39.504103,0.969016,15,HABASWEIN HEALTH CENTRE,1222,N. EASTERN,WAJIR,HABASWEIN,HABASWEIN,HABASWEIN,39.504103,0.969016,DDP,3,MOH,,
39.449424,1.521219,16,HADADO HEALTH CENTRE,3953,N. EASTERN,WAJIR,HADADO,HADADO NORTH,HADADO NORTH,39.449424,1.521219,DDP,3,MOH,,
40.532626,2.075658,17,KHOROF HARAR H C,1223,N. EASTERN,WAJIR,WAJIR-BOR,KHOROF-HARAR,KHOROF-HARAR,40.532626,2.075658,DDP,3,MOH,,
40.153837,2.992912,18,MANSA DISP,4457,N. EASTERN,WAJIR,TARBAJ,MANZA,BURMAYO,40.153837,2.992912,SUBLOC CENTROID,4,MOH,,
40.309499,0.233169,19,SABULI DISP,1224,N. EASTERN,WAJIR,SEBULE,SEBULE,SEBULE,40.309499,0.233169,DDP,4,MOH,,
40.546779,0.682761,20,SARIF DISP,,N. EASTERN,WAJIR,SEBULE,SARIF,SARIF,40.546779,0.682761,DDP,4,MOH,,
40.09833,2.152085,21,TARBAJ HEALTH CENTRE,1225,N. EASTERN,WAJIR,TARBAJ,TARBAJ,TARBAJ,40.098330,2.152085,DDP,3,MOH,,
39.764579,1.880258,22,TULATULA DISP,,N. EASTERN,WAJIR,GRIFTU,TULATULA,TULA TULA,39.764579,1.880258,DISTRICT ESTIMATES,4,MOH,,
39.931893,1.785442,23,WAGALLA DISP,1226,N. EASTERN,WAJIR,GRIFTU,WAGALLA,WAGALLA,39.931893,1.785442,DDP,4,MOH,,
40.058645,1.771501,24,WAJIR AIC DISP,2871,N. EASTERN,WAJIR,CENTRAL,JOGBARU,GOTADE,40.058645,1.771501,DISTRICT ESTIMATES,4,MISS,,
40.805737,1.954284,25,WAJIR BOR DISP,1227,N. EASTERN,WAJIR,WAJIR-BOR,KHOROF-HARAR,KONTON,40.805737,1.954284,SUBLOC CENTROID,4,MOH,,
40.0396,1.6909,26,WAJIR DISTRICT HOSPITAL,1231,N. EASTERN,WAJIR,GRIFTU,KUKALA,KUKALA,40.039600,1.690900,HD MAPS,1,MOH,,
,,1,AL IBRAHIM HEALTH CENTRE,,NAIROBI,NAIROBI,,,,,,,3,MISS,,
,,2,APOSTLES OF JESUS DISP,3126,NAIROBI,NAIROBI,,,,,,,4,MISS,,
36.95676,-1.28724,3,APTC  EMBAKASI HEALTH CENTRE,56,NAIROBI,NAIROBI,EMBAKASI,EMBAKASI,MIHANGO,36.956760,-1.287240,GPS,3,LA,,
36.77192,-1.30508,4,AYANY ESTATE HEALTH CENTRE,2541,NAIROBI,NAIROBI,KIBERA,SERA NGOMBE,OLYMPIC,36.771920,-1.305080,GPS,3,LA,,
36.88416,-1.2441,5,BABA DOGO HEALTH CENTRE,2542,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,BABA DOGO,36.884160,-1.244100,GPS,3,LA,,
36.86215,-1.29221,6,BAHATI DISP,58,NAIROBI,NAIROBI,MAKADARA,MARINGO,OFAFA MARINGO,36.862150,-1.292210,DISTRICT ESTIMATES,4,MISS,,
36.861624,-1.286682,7,BAHATI HEALTH CENTRE,131,NAIROBI,NAIROBI,PUMWANI,BAHATI,KIMATHI(NAIROBI),36.861624,-1.286682,GPS,3,LA,,
,,8,BETTER LIVING CENTRE SDA DISP,2684,NAIROBI,NAIROBI,,,,,,,4,MISS,,
,,9,BOHRA ROAD DISP NAIROBI,4,NAIROBI,NAIROBI,,,,,,,4,LA,,
36.83112,-1.27123,10,BORAH ROAD DISP,3356,NAIROBI,NAIROBI,CENTRAL,NGARA,NGARA EAST,36.831120,-1.271230,DISTRICT ESTIMATES,4,LA,,
,,11,BR. ANDRE DISP,3637,NAIROBI,NAIROBI,,,,,,,4,MISS,,
,,12,CALEDONIA DISP,59,NAIROBI,NAIROBI,,,,,,,4,MISS,,
36.85212,-1.28334,13,CALIFORNIA HC,2546,NAIROBI,NAIROBI,PUMWANI,EASTLEIGH SOUTH,EASTLEIGH SOUTH,36.852120,-1.283340,DISTRICT ESTIMATES,3,LA,,
36.84111,-1.26341,14,CATHOLIC DISP,3341,NAIROBI,NAIROBI,CENTRAL,KARIOKOR,PANGANI,36.841110,-1.263410,DISTRICT ESTIMATES,4,MISS,,
36.87223,-1.28315,15,CHARLES NEW ROAD HC,8,NAIROBI,NAIROBI,MAKADARA,MAKADARA,HARAMBEE,36.872230,-1.283150,DISTRICT ESTIMATES,3,LA,,
,,16,CHRISTIAN MEDICAL AID DISP,,NAIROBI,NAIROBI,,,,,,,4,MISS,,
,,17,COMMUNITY HEALTH DISP,,NAIROBI,NAIROBI,,,,,,,4,MISS,,
,,18,CRESCENT MEDICAL AID BIAFRA,2543,NAIROBI,NAIROBI,,,,,,,4,MISS,,
36.85221,-1.26114,19,CRESCENT MEDICAL AID EASTLEIGH,2615,NAIROBI,NAIROBI,CENTRAL,MATHARE,MLANGO KUBWA,36.852210,-1.261140,DISTRICT ESTIMATES,4,MISS,,
36.89223,-1.31415,20,CRESCENT MEDICAL AID MUKURU,2662,NAIROBI,NAIROBI,EMBAKASI,MUKURU KWA NJENGA,MUKURU KWA NJENGA,36.892230,-1.314150,DISTRICT ESTIMATES,4,MISS,,
36.83111,-1.28141,21,CRESENT MEDICAL AID KENYA,2549,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY CENTRE,36.831110,-1.281410,DISTRICT ESTIMATES,4,MISS,,
36.90223,-1.24474,22,DANDORA 2 HEALTH CENTRE,2550,NAIROBI,NAIROBI,EMBAKASI,DANDORA,DANDORA 'B',36.902230,-1.244740,GPS,3,LA,,
36.88775,-1.25761,23,DANDORA HEALTH CENTRE,132,NAIROBI,NAIROBI,EMBAKASI,DANDORA,DANDORA 'A',36.887750,-1.257610,GPS,3,LA,,
,,24,DIS. INVEST. EDC SECT DISP,64,NAIROBI,NAIROBI,,,,,,,4,MOH,,
,,25,DOYA DISP,2555,NAIROBI,NAIROBI,,,,,,,4,MOH,,
36.85029,-1.26869,26,EASTLEIGH HEALTH CENTRE,12,NAIROBI,NAIROBI,PUMWANI,EASTLEIGH NORTH,AIRBASE,36.850290,-1.268690,GPS,3,LA,,
36.85121,-1.27223,27,EASTLEIGH LINES HC,13,NAIROBI,NAIROBI,PUMWANI,EASTLEIGH NORTH,AIRBASE,36.851210,-1.272230,DISTRICT ESTIMATES,3,LA,,
,,28,EDELVALE HC,14,NAIROBI,NAIROBI,,,,,,,3,LA,,
,,29,ELIMU MED. DISP,2619,NAIROBI,NAIROBI,,,,,,,4,MOH,,
36.91262,-1.30795,30,EMBAKASI DISP,15,NAIROBI,NAIROBI,EMBAKASI,EMBAKASI,EMBAKASI(NAIROBI),36.912620,-1.307950,GPS,4,LA,,
,,31,FAMILY WELFARE & PLANNING DISP,16,NAIROBI,NAIROBI,,,,,,,4,LA,,
,,32,FATIMA DISP MISSION,,NAIROBI,NAIROBI,,,,,,,4,MISS,,
36.830249,-1.253175,33,GETRUDES GARDENS CHILDREN'S HOSP,151,NAIROBI,NAIROBI,WESTLANDS,HIGHRIDGE,MUTHAIGA,36.830249,-1.253175,WAYUMBA,1,MISS,,
36.81763,-1.25736,34,HIGHRIDGE HC,17,NAIROBI,NAIROBI,WESTLANDS,HIGHRIDGE,HIGHRIDGE,36.817630,-1.257360,GPS,3,LA,,
36.85865,-1.28773,35,HONO CRESCENT HC,18,NAIROBI,NAIROBI,PUMWANI,BAHATI,KIMATHI(NAIROBI),36.858650,-1.287730,GPS,3,LA,,
36.85214,-1.26111,36,HURUMA LIONS CLINIC,2678,NAIROBI,NAIROBI,CENTRAL,MATHARE,MLANGO KUBWA,36.852140,-1.261110,DISTRICT ESTIMATES,3,NGO,,
,,37,HURUMA LIONS CLINIC,19,NAIROBI,NAIROBI,,,,,,,4,NGO,,
,,38,INDUSTRIAL AREA CHESOI DISP,79,NAIROBI,NAIROBI,,,,,,,4,LA,,
36.86157,-1.30783,39,INDUSTRIAL AREA LUNGA/L DISP,80,NAIROBI,NAIROBI,MAKADARA,VIWANDANI,VIWANDANI,36.861570,-1.307830,GPS,4,LA,,
36.83661,-1.29805,40,INDUSTRIAL AREA PRISON HEALTH CE,,NAIROBI,NAIROBI,MAKADARA,VIWANDANI,LANDI MAWE,36.836610,-1.298050,GPS,3,MOH,,
36.82171,-1.28358,41,INOCULATION CENTRE DISP,81,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY SQUARE,36.821710,-1.283580,GPS,4,LA,,
36.8205,-1.27776,42,JAMIA CRESCENT MEDICAL AID DISP,21,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY CENTRE,36.820500,-1.277760,WAYUMBA,4,MISS,,
36.87117,-1.28896,43,JERICHO HEALTH CENTRE,2630,NAIROBI,NAIROBI,MAKADARA,MAKADARA,LUMUMBA,36.871170,-1.288960,GPS,3,LA,,
36.86548,-1.28258,44,JERUSALEM HEALTH CENTRE,22,NAIROBI,NAIROBI,PUMWANI,BAHATI,UHURU,36.865480,-1.282580,GPS,3,LA,,
,,45,JINNAH AVENUE HC,23,NAIROBI,NAIROBI,,,,,,,3,LA,,
36.72543,-1.26114,46,KABETE TECHNICAL AND TRADE DISP,89,NAIROBI,NAIROBI,WESTLANDS,KITISURU,LORESHO,36.725430,-1.261140,GPS,4,MOH,,
,,47,KABIRO KAWANGWARE DISP,,NAIROBI,NAIROBI,,,,,,,4,NGO,,
36.91278,-1.18716,48,KAHAWA HEALTH CENTRE,24,NAIROBI,NAIROBI,KASARANI,KAHAWA,KONGO SOWETO,36.912780,-1.187160,GPS,3,LA,,
36.84534,-1.29282,49,KALOLENI SHC,184,NAIROBI,NAIROBI,MAKADARA,MAKONGENI,KALOLENI(NAIROBI),36.845340,-1.292820,GPS,3,LA,,
36.89342,-1.1761,50,KAMITI HEALTH CENTRE,136,NAIROBI,NAIROBI,KASARANI,KAHAWA,KAHAWA WEST/JUJA K,36.893420,-1.176100,GPS,3,MOH,,
36.74933,-1.26461,51,KANGEMI HEALTH CENTRE,137,NAIROBI,NAIROBI,WESTLANDS,KANGEMI,KANGEMI,36.749330,-1.264610,GPS,3,LA,,
36.70876,-1.32211,52,KAREN HEALTH CENTRE,138,NAIROBI,NAIROBI,KIBERA,KAREN,LENANA,36.708760,-1.322110,GPS,3,LA,,
36.88214,-1.26314,53,KARIOBANGI CATHOLIC DISP,,NAIROBI,NAIROBI,EMBAKASI,KARIOBANGI SOUTH,KARIOBANGI SOUTH,36.882140,-1.263140,DISTRICT ESTIMATES,4,MISS,,
36.88111,-1.25123,54,KARIOBANGI CHESIRE HOME DISP,90,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KARIOBANGI NORTH,36.881110,-1.251230,DISTRICT ESTIMATES,4,MISS,,
36.87978,-1.25174,55,KARIOBANGI HEALTH CENTRE,139,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KARIOBANGI NORTH,36.879780,-1.251740,GPS,3,LA,,
36.87978,-1.25174,56,KARIOBANGI MCH / FP DISP,2634,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KARIOBANGI NORTH,36.879780,-1.251740,GPS,4,LA,,
36.83552,-1.2763,57,KARIOKOR DISP,26,NAIROBI,NAIROBI,CENTRAL,KARIOKOR,ZIWANI/KARIOKOR,36.835520,-1.276300,GPS,4,LA,,
36.90139,-1.21821,58,KASARANI SHC,185,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,36.901390,-1.218210,GPS,3,LA,,
,,59,KATWEKERA PHC,,NAIROBI,NAIROBI,,,,,,,3,NGO,,
,,60,KAWANGWARE CATHOLIC DISP,,NAIROBI,NAIROBI,,,,,,,4,MISS,,
36.74052,-1.28405,61,KAWANGWARE HEALTH CENTRE,2635,NAIROBI,NAIROBI,DAGORETTI,KAWANGWARE,KAWANGWARE,36.740520,-1.284050,GPS,3,LA,,
36.91668,-1.26649,62,KAYOLE HEALTH CENTRE,2636,NAIROBI,NAIROBI,EMBAKASI,KAYOLE,KAYOLE,36.916680,-1.266490,GPS,3,MOH,,
36.806388,-1.300876,63,KENYATTA NATIONAL HOSPITAL,157,NAIROBI,NAIROBI,DAGORETTI,KENYATTA/GOLF COURSE,KENYATTA,36.806388,-1.300876,GPS,2,MOH,,
,,64,KIBAGARE GOOD NEWS DISP,3127,NAIROBI,NAIROBI,,,,,,,4,MISS,,
,,65,KIBERA CATHOLIC DISP,96,NAIROBI,NAIROBI,,,,,,,4,MISS,,
,,66,KIBERA CRESCENT MEDICAL AID DISP,2642,NAIROBI,NAIROBI,,,,,,,4,MISS,,
36.8228,-1.28704,67,KICC DISP,134,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY SQUARE,36.822800,-1.287040,GPS,4,MOH,,
36.81064,-1.28551,68,LADY NORTH HEALTH CENTRE,2647,NAIROBI,NAIROBI,WESTLANDS,KILIMANI,KILIMANI(NAIROBI),36.810640,-1.285510,GPS,3,MOH,,
36.8231,-1.28012,69,LAGOS HC,28,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY CENTRE,36.823100,-1.280120,GPS,3,LA,,
36.7783,-1.31814,70,LANGATA HEALTH CENTRE,141,NAIROBI,NAIROBI,KIBERA,MUGUMOINI,BOMAS,36.778300,-1.318140,GPS,3,MOH,,
,,71,LIKONI ROAD SDA DISP,119,NAIROBI,NAIROBI,,,,,,,4,MISS,,
,,72,LION'S MATHARE DISP,30,NAIROBI,NAIROBI,,,,,,,4,MOH,,
36.92214,-1.23415,73,LITTLE SISTERS OF ST FRANCIS,3636,NAIROBI,NAIROBI,KASARANI,KASARANI,MWIKI,36.922140,-1.234150,DISTRICT ESTIMATES,4,MISS,,
36.82667,-1.29131,74,LOCO HEALTH CENTRE,98,NAIROBI,NAIROBI,MAKADARA,VIWANDANI,LANDI MAWE,36.826670,-1.291310,GPS,3,MOH,,
36.7447,-1.23768,75,LOWER KABETE SHC,186,NAIROBI,NAIROBI,WESTLANDS,KITISURU,KITISURU,36.744700,-1.237680,GPS,3,LA,,
36.86157,-1.30783,76,LUNGA LUNGA HEALTH CENTRE,3351,NAIROBI,NAIROBI,MAKADARA,VIWANDANI,VIWANDANI,36.861570,-1.307830,GPS,3,LA,,
36.87226,-1.29431,77,MAKADARA HC,32,NAIROBI,NAIROBI,MAKADARA,MAKADARA,HAMZA,36.872260,-1.294310,GPS,3,LA,,
36.84754,-1.29394,79,MAKONGENI HC,33,NAIROBI,NAIROBI,MAKADARA,MAKONGENI,MAKONGENI(NAIROBI),36.847540,-1.293940,GPS,3,LA,,
,,80,MARIA DOMINIQUE DISP,3349,NAIROBI,NAIROBI,,,,,,,4,MISS,,
,,81,MARIA IMMACULATE DISP(BAHATI),102,NAIROBI,NAIROBI,,,,,,,4,MISS,,
36.86451,-1.28894,82,MARINGO HC,34,NAIROBI,NAIROBI,MAKADARA,MARINGO,OFAFA MARINGO,36.864510,-1.288940,GPS,3,LA,,
,,83,MARY IMMACULATE DISP (KILIMANI),103,NAIROBI,NAIROBI,,,,,,,4,MISS,,
36.833478,-1.305393,84,MATER MISERICORDIAE HOSPITAL,159,NAIROBI,NAIROBI,MAKADARA,MUKURU NYAYO,NAIROBI SOUTH,36.833478,-1.305393,WAYUMBA,1,MISS,,
36.86485,-1.25323,85,MATHARE NORTH HEALTH CENTRE,2656,NAIROBI,NAIROBI,KASARANI,RUARAKA,UTALII,36.864850,-1.253230,GPS,3,LA,,
,,86,MATHARE VALLEY DISP,,NAIROBI,NAIROBI,,,,,,,4,MISS,,
36.844302,-1.259489,87,MATHARI MENTAL HOSPITAL,160,NAIROBI,NAIROBI,CENTRAL,MATHARE,MATHARE,36.844302,-1.259489,GPS,1,MOH,,
36.802242,-1.307925,88,MBAGATHI DISTRICT HOSPITAL,154,NAIROBI,NAIROBI,DAGORETTI,KENYATTA/GOLF COURSE,GOLF COURSE,36.802242,-1.307925,GPS,1,MOH,,
,,89,MBOTELA HC,37,NAIROBI,NAIROBI,,,,,,,3,LA,,
,,90,MILIMANI SDA DISP,2660,NAIROBI,NAIROBI,,,,,,,4,MISS,,
,,91,MURIRE DISP,2716,NAIROBI,NAIROBI,,,,,,,4,MOH,,
36.8332,-1.2834,92,MUTHURWA DISP,38,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY CENTRE,36.833200,-1.283400,GPS,4,LA,,
,,93,NAIROBI EVANGELICAL GRADUATE DIS,107,NAIROBI,NAIROBI,,,,,,,4,MISS,,
36.836938,-1.309483,94,NAIROBI SOUTH B HEALTH CENTRE,39,NAIROBI,NAIROBI,MAKADARA,MUKURU NYAYO,NAIROBI SOUTH,36.836938,-1.309483,GPS,3,MOH,,
36.81121,-1.3101,95,NAIROBI WEST SISTERS DISP,3350,NAIROBI,NAIROBI,KIBERA,NAIROBI WEST,NAIROBI WEST,36.811210,-1.310100,DISTRICT ESTIMATES,4,MISS,,
36.82251,-1.28894,96,NGAIRA AVENUE DISP,2670,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY SQUARE,36.822510,-1.288940,GPS,4,LA,,
36.83046,-1.27077,97,NGARA HEALTH CENTRE,143,NAIROBI,NAIROBI,CENTRAL,NGARA,NGARA EAST,36.830460,-1.270770,GPS,3,LA,,
36.7576,-1.29896,98,NGONG ROAD SHC,187,NAIROBI,NAIROBI,DAGORETTI,KENYATTA/GOLF COURSE,WOODLEY,36.757600,-1.298960,GPS,3,LA,,
36.86425,-1.24995,99,NYS HEALTH CENTRE,106,NAIROBI,NAIROBI,KASARANI,RUARAKA,UTALII,36.864250,-1.249950,GPS,3,MOH,,
36.86425,-1.24995,100,NYS PUBLIC HEALTH,4381,NAIROBI,NAIROBI,KASARANI,RUARAKA,UTALII,36.864250,-1.249950,GPS,3,MOH,,
36.871071,-1.289024,101,OFAFA JERICHO SHC,188,NAIROBI,NAIROBI,MAKADARA,MAKADARA,LUMUMBA,36.871071,-1.289024,GPS,3,LA,,
36.870483,-1.288752,102,OFAFA NAIROBI HC,41,NAIROBI,NAIROBI,MAKADARA,MAKADARA,LUMUMBA,36.870483,-1.288752,GPS,3,LA,,
36.872106,-1.247265,103,P & T MCH DISP,110,NAIROBI,NAIROBI,KASARANI,RUARAKA,MATHARE NORTH,36.872106,-1.247265,SUBLOC CENTROID,4,MOH,,
36.83815,-1.26741,104,PANGANI HC,42,NAIROBI,NAIROBI,CENTRAL,KARIOKOR,PANGANI,36.838150,-1.267410,GPS,3,LA,,
,,105,PRECIOUS BLOOD SISTERS DISP,3635,NAIROBI,NAIROBI,,,,,,,4,MISS,,
36.911501,-1.268017,106,PROVIDE INTERNATIONAL DISP,3590,NAIROBI,NAIROBI,EMBAKASI,KAYOLE,KAYOLE,36.911501,-1.268017,WAYUMBA,4,NGO,,
36.84565,-1.27777,107,PUMWANI DISP,47,NAIROBI,NAIROBI,PUMWANI,EASTLEIGH NORTH,EASTLEIGH NORTH,36.845650,-1.277770,GPS,4,LA,,
,,108,REDEEMED GOSPEL CHURCH HEALTH CE,,NAIROBI,NAIROBI,,,,,,,4,MISS,,
36.82251,-1.28894,109,RHODES AVENUE & CHEST & T. HEALT,48,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY SQUARE,36.822510,-1.288940,GPS,3,LA,,
36.73649,-1.27883,110,RIRUTA CATHOLIC DISP,117,NAIROBI,NAIROBI,DAGORETTI,KAWANGWARE,KAWANGWARE,36.736490,-1.278830,1:50000 MAPS,4,MISS,,
36.74052,-1.28405,111,RIRUTA HEALTH CENTRE,144,NAIROBI,NAIROBI,DAGORETTI,KAWANGWARE,KAWANGWARE,36.740520,-1.284050,GPS,3,LA,,
,,112,RUARAKA HC,49,NAIROBI,NAIROBI,,,,,,,3,LA,,
,,113,SANDFORD ROAD DISP,50,NAIROBI,NAIROBI,,,,,,,4,LA,,
